Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,DES_CLAV,RANGO_MA,MUESTRA,ESTADO,LONG_,LAT,TIPO_ROCA,ROCA,METODO,MINERAL,EDAD_MA,ERROR,TIPO_EDAD,HEREDADOS,REFERENCIA,UNIDAD,LOC_TIPO,OBSERVA,PDF,CARTA50,CARTA250,TABLACRONO
,,,,,,"-1","0","-1",,,Neógeno-Plioceno,2.58 - 5.333,Ll 109,Veracruz de Ignacio de la Llave,-96.78026,19.670646,Volcánica,Traquibasalto,K-Ar,Roca total,"3.49",0.35,,,"López-lnfanzón, 1990",,Chiconquiaco-Palma Sola,,,JALAPA E14-B27,VERACRUZ E14-3,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Neógeno-Plioceno,2.58 - 5.333,Ll 102,Veracruz de Ignacio de la Llave,-96.750259,19.620648,Volcánica,Basalto alcalino,K-Ar,Roca total,"3.6",0.4,,,"López-lnfanzón, 1990",,Chiconquiaco-Palma Sola,,,JALAPA E14-B27,VERACRUZ E14-3,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Paleoceno,56 - 66,Tp-2,Sonora,-109.183885,28.416891,Plutónica,Granodiorita,K-Ar,Hornblenda,"63.3",3.3,Edad de emplazamiento,,"Mead et al., 1988",,Mina Tres Piedras,"Depósito de Mo, W, Cu",https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaSonBC.pdf,SANTA ROSA H12-D76,TECORIPA H12-12,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Neógeno-Plioceno,2.58 - 5.333,EAP 56,Veracruz de Ignacio de la Llave,-96.547,19.712,Volcánica,Flujo de lava,K-Ar,Roca total,"3.51",0.06,Edad de enfriamiento,,"Ferrari et al., 2005",,,,,ACTOPAN E14-B28,VERACRUZ E14-3,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Neógeno-Mioceno,5.333 - 23.03,EAP 57,Veracruz de Ignacio de la Llave,-96.54,19.646,Plutónica,Gabro,K-Ar,Roca total,"11.07",0.2,Edad de enfriamiento,,"Ferrari et al., 2005",,,,,ACTOPAN E14-B28,VERACRUZ E14-3,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Cuaternario-Pleistoceno,0.0117 - 2.58,EAP 58,Veracruz de Ignacio de la Llave,-96.583,19.497,Volcánica,Flujo de lava,K-Ar,Roca total,"1.92",0.18,Edad de enfriamiento,,"Ferrari et al., 2005",,,,,CD. CARDEL E14-B38,VERACRUZ E14-3,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Cuaternario-Holoceno,Actual - 0.0117,4z,Veracruz de Ignacio de la Llave,-97.226888,19.007306,Piroclástica,Polvo volcánico redepositado,C,No reportado,"9475",160,,,"Rossotti y Carrasco-Nuñez, 2004",,,,,COSCOMATEPEC. E14-B46,VERACRUZ E14-3,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Neógeno-Mioceno,5.333 - 23.03,"4",Veracruz de Ignacio de la Llave,-97.131979,19.702401,Plutónica,Granodiorita,K-Ar,Roca total,"14",0,Edad de enfriamiento,,"Ruíz, (1969 en Vergara-Martínez et al., 2000)",,,,,PEROTE E14-B26,VERACRUZ E14-3,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Pérmico-Lopingiano,252.17 - 259.8,Atonga,Veracruz de Ignacio de la Llave,-97.18194444,19.7544444,Plutónica,Granodiorita,K-Ar,Biotita,"252",20,Edad de cristalización,,"Lopez y Torres, 1986 (En Torres et al., 1999)",,,,,ALTOTONGA E14-B16,VERACRUZ E14-3,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Neógeno-Plioceno,2.58 - 5.333,VE 91,Veracruz de Ignacio de la Llave,-96.9,19.833334,Volcánica,Basalto,K-Ar,Roca total,"3.15",0.1,,,"Cantagrel y Robin, 1979",,,,,MISANTLA E14-B17,VERACRUZ E14-3,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Neógeno-Plioceno,2.58 - 5.333,VE 94,Veracruz de Ignacio de la Llave,-96.9,19.833334,Volcánica,Traquibasalto,K-Ar,Roca total,"4.2",0.1,,,"Cantagrel y Robin, 1979",,,,,MISANTLA E14-B17,VERACRUZ E14-3,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Triásico Medio,237 - 247.2,Cristobal Honduras 2,Oaxaca,-97.02777778,16.2891667,Plutónica,Cuarzo-Diorita,K-Ar,Hornblenda,"244",12,Edad de cristalización,,"Grajales et al.,1985 (En torres et al., 1999)",,,,,SANTIAGO MINAS E14-D76,ZAACHILA E14-12,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Neógeno-Mioceno,5.333 - 23.03,SP-120,Oaxaca,-97.99065,16.7615889,Plutónica,Granito,Ar-Ar,Biotita,"17.52",0.14,Edad de mineralización,,"Camprubí et al., 2019",Skarn Zacatepec,,Edad integrada,,SANTA MARIA ZACATEPEC E14-D54,ZAACHILA E14-12,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Cámbrico,485.4 - 541,Mx15/F15b,Oaxaca,-97.140007,16.181669,Metamórfica,Gneiss,U-Pb,Circón,"488.7",7.1,Edad de cristalización,,"Herrmann et al., 1994",,,,,SANTA CATARINA JUQULLA E14-D86,ZAACHILA E14-12,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Eoceno,33.9 - 56,Mx12/E20,Oaxaca,-97.751952,16.163335,Plutónica,Tonalita,U-Pb,Circón,"43.9",14,Edad de cristalización,,"Herrmann et al., 1994",,,,,SAN JOSE DEL PROGRESO E14-D84,ZAACHILA E14-12,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Paleoceno,56 - 66,Mx12/F50,Oaxaca,-97.751952,16.163335,Plutónica,Tonalita,U-Pb,Circón,"57.1",14,Edad de cristalización,,"Herrmann et al., 1994",,,,,SAN JOSE DEL PROGRESO E14-D84,ZAACHILA E14-12,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Cretácico Superior-Santoniano,83.6 - 86.3,BA-99-2,,-112.333092,29.183442,Plutónica,Tonalita,U-Pb,Circón,"84.4",0.9,Edad de cristalización,,"Niño-Estrada et al., 2014",,Norte falla Yawassag,Coordenadas estimadas,,PUNTA CHUECA H12-C46,ISLA ANGEL DE LA GUARDA H12-7,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Neógeno-Mioceno,5.333 - 23.03,276F,,-112.360899,29.031854,Volcánica,Brecha dacítica-andesítica,Ar-Ar,Feldespato K,"11.44",2.61,Edad de enfriamiento,,"Gastil et al., 1999",,Isla Tiburón,Edad de meseta. Coordenadas estimadas,,SIN NOMBRE H12-C45,ISLA ANGEL DE LA GUARDA H12-7,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Cretácico Inferior-Albiano,100.5 - 113,ND,Baja California,-114.320815,29.470507,Volcánica,Flujo,Rb-Sr,Roca total,"103",4,Edad de deformación,,"Griffith y Hoobs, 1993",Grupo Alisitos,Cañon McCarty,Coordenadas estimadas,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaSonBC.pdf,VALLE CALAMAJUE H11-D39,PUNTA SAN ANTONIO H11-9,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Cretácico Inferior-Hauteriviano,129.4 - 132.9,G19,Baja California,-114.1986,29.1796,Plutónica,Gabro Hbl,U-Pb,Circón,"131",13,Edad de cristalización,,"Kimbrough et al., 2015",,,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaSonBC.pdf,EL CRUCERO H11-D49,PUNTA SAN ANTONIO H11-9,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Neógeno-Plioceno,2.58 - 5.333,BC05-20,Baja California,-114.249833,29.266278,Volcánica,Andesita,K-Ar,Roca total,"5.32",0.24,Edad de enfriamiento,,"Pallares et al., 2007",Campo Volcánico Jaraguay,Jaraguay,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaSonBC.pdf,VALLE CALAMAJUE H11-D39,PUNTA SAN ANTONIO H11-9,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Neógeno-Mioceno,5.333 - 23.03,"522",Baja California,-113.708981,28.690472,Volcánica,Basalto,K-Ar,Roca total,"10",0.5,Edad de enfriamiento,,"Gastil et al., 1979",,,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaSonBC.pdf,SAN BORJA H12-C61,ISLA SAN ESTEBAN H12-10,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Neógeno-Mioceno,5.333 - 23.03,SB1_039r,Baja California,-113.575,28.170833,Volcánica,Andesita basáltica,Ar-Ar,Roca total,"5.85",0.46,Edad de enfriamiento,,"Negrete-Aranda et al., 2010",Campo Volcánico San Borja,Mesa El Elefante,Edad de meseta,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaSonBC.pdf,EL ARCO H12-C82,ISLA SAN ESTEBAN H12-10,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Cretácico Superior-Cenomaniano,93.9 - 100.5,SA5,Baja California Sur,-111.47151,26.10891,Intrusiva,Granodiorita,U-Pb,Zircón,"100.3",0.8,Edad de emplazamiento,,"Mark et al., 2014",,Arroyo San Antonio,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaBCSSinNay.pdf,LORETO G12-A88,LORETO G12-5,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Cretácico Superior-Coniaciano,86.3 - 89.8,ND,Baja California Sur,-111.546111,26.196389,Plutónica,Granodiorita,K-Ar,Biotita,"87.4",2,Edad de enfriamiento,,"McLean, 1988",,Rancho Los Aguajitos,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaBCSSinNay.pdf,LORETO G12-A88,LORETO G12-5,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Cretácico Superior-Maastrichtiano,66 - 72.1,06TWD04,Nuevo León,-100.91182,26.241801,Sedimentaria,Arenisca,U-Pb,Circones detríticos,"66.3",0,Edad de máximo depósito,"1045, 247, 132, 93, 82","Lawton et al., 2009",Fm. Potrerillos (Miembro superior de la arenisca Cuchilla),,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaNLTampsSLPHgo.pdf,SAN JOSE DE LA POPA G14-A84,MONCLOVA G14-4,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Oligoceno,23.03 - 33.9,RK 2 F,Guanajuato,-100.870349,20.87058,Volcánica,Ignimbrita,K-Ar,Feldespato,"28.7",0.6,,,"McDowell y Keitzer, 1977",,Cerro Garavito,,,SAN MIGUEL DE ALLENDE F14-C54,QUERETARO F14-10,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Cuaternario-Pleistoceno,0.0117 - 2.58,Mex 116,Guanajuato,-101.260355,20.100617,Volcánica,Andesita,K-Ar,Roca total,"2.26",0.1,,,"Pasquarè et al., 1991",,Cerro Los Amoles,,,MOROLEON F14-C83,QUERETARO F14-10,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Neógeno-Mioceno,5.333 - 23.03,Jag 2,Guanajuato,-101.770368,20.83058,Volcánica,Andesita,K-Ar,Roca total,"11.1",0.4,,,"Pérez-Venzor et al., 1997",,San Miguel de Allende,,,SAN DIEGO DE ALEJANDRIA F14-C51,QUERETARO F14-10,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Neógeno-Mioceno,5.333 - 23.03,MS 102,Jalisco,-103.750408,20.3306,Volcánica,Basalto,K-Ar,ND,"9",1,,,CFE 1990,,Atotonilco,,,COCULA F13-D74,GUADALAJARA  F13-12,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Cuaternario-Pleistoceno,0.0117 - 2.58,C148,Jalisco,-103.533736,20.3506,Volcánica,Andesita con alto K,K-Ar,Roca total,"1.31",0.19,,,"Allan, 1986",Faja Volcánica Trans-Mexicana,N de San Marcos,Flujo de lava bajo la brecha de falla en la base del escarpe de falla,,JOCOTEPEC F13-D75,GUADALAJARA  F13-12,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Oligoceno,23.03 - 33.9,DCH 1,Jalisco,-102.020372,20.670587,Volcánica,Ignimbrita,K-Ar,ND,"24.1",0.8,,,"C.F.E., 1991",,Guadalajara - Arandas,Metodo estimado,,JESUS  MARIA F13-D69,GUADALAJARA  F13-12,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Cretácico Inferior-Albiano,100.5 - 113,BIA-9,Baja California,-116.624341,32.040889,Plutónica,Granodiorita,K-Ar,Hornblenda,"103.6",2.3,Edad de enfriamiento,,"Krummenacher et al., 1975",Cinturón Batolítico Peninsular,,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaSonBC.pdf,FRANCISCO ZARCO I11-D82,TIJUANA I11-11,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Cretácico Superior-Cenomaniano,93.9 - 100.5,100_Pinal,Baja California,-116.619467,32.005636,Plutónica,ND,Ar-Ar,Biotita,"96.9",1.1,Edad de enfriamiento,,"Ortega-Rivera, 2003",Plutón El Pinal,,Edad de meseta,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaSonBC.pdf,SAN JUAN DE DIOS I11-D83,TIJUANA I11-11,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Cuaternario-Pleistoceno,0.0117 - 2.58,CO96-29,Baja California Sur,-111.945822,25.803819,Volcánica,Andesita,K-Ar,Roca total,"0.2",0.11,Edad de enfriamiento,,"Bellon et al., 2006",,,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaBCSSinNay.pdf,SAN VENANCIO G12-C17,VILLA CONSTITUCION G12-7-8,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Jurásico Inferior-Sinemuriano,190.8 - 199.3,Mx14/F60b,Oaxaca,-97.093341,16.104447,Metamórfica,Migmatita,U-Pb,Circón,"197.8",24,Edad de cristalización,,"Herrmann et al., 1994",,,,,SANTA CATARINA JUQULLA E14-D86,ZAACHILA E14-12,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Triásico Superior,201.3 - 237,Mx14/A0,Oaxaca,-97.093341,16.104447,Metamórfica,Migmatita,U-Pb,Circón,"204.6",2,Edad de cristalización,,"Herrmann et al., 1994",,,,,SANTA CATARINA JUQULLA E14-D86,ZAACHILA E14-12,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Neógeno-Mioceno,5.333 - 23.03,PDY4,Jalisco,-104.04722222,21.0508833,Volcánica,Ignimbrita,U-Pb,Zircón,"20",0.8,Edad de cristalización,,"Bryan et al., 2008",,,Coordenadas estimadas,,HOSTOTIPAQUILLO F13-D43,TEPIC F13-8,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Neógeno-Mioceno,5.333 - 23.03,EAP 18,Veracruz de Ignacio de la Llave,-97.838,21.152,Volcánica,Flujo de lava,K-Ar,Roca total,"6.69",0.41,Edad de enfriamiento,,"Ferrari et al., 2005",,,,,CERRO AZUL F14-D44,TAMIAHUA F14-9,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Ordovícico Superior,443.8 - 458.4,Mu13-Mx3/F36,Guerrero,-99.495008,17.081669,Metamórfica,Gneis,U-Pb,Circón,"456.4",4.6,Edad de cristalización,,"Herrmann et al., 1994",,,,,TIERRA COLORADA E14-C48,CHILPANCINGO E14-8,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Devónico Inferior,393.3 - 419.2,Mu16-Mx6/E1,Guerrero,-99.588619,17.181391,Metamórfica,Migmatita,U-Pb,Circón,"401.6",2.7,Edad de cristalización,,"Herrmann et al., 1994",,,,,TIERRA COLORADA E14-C48,CHILPANCINGO E14-8,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Eoceno,33.9 - 56,M 29-9-1,Guerrero,-100.892508,18.371114,Volcánica,Domo dacitico,Ar-Ar,Plagioclasa,"42.6",0.5,Edad de enfriamiento/Edad de meseta,,Martini 2008,"Domos dacíticos-riolíticos 
de Ciudad Altamirano","3 km al oeste de 
Ciudad Altamirano",,,COYUCA DE CATALAN E14-A74,CIUDAD ALTAMIRANO E14-4,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Eoceno,33.9 - 56,CON-200c,Guerrero,-99.494722,17.673333,Volcánica,Ignimbrita,Ar-Ar,Plagioclasa,"35.5",1,Formación de la roca,,"Cerca et al., 2007",No definida,Zumpango,,,CHILPANCINGO E14-C28,CHILPANCINGO E14-8,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Devónico Medio,382.7 - 393.3,ZUM-1,Guerrero,-98.743514,17.247778,Sedimentaria,Psamita,U-Pb,Circones detríticos,"383",4,Edad máxima de depósito,,"Ortega-Obregón et al., 2009",Unidad Zumpango,"~4.5 km al NE del poblado de Teticic 
sobre el camino",,,ILIATENCO E14-D41,CHILPANCINGO E14-8,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Oligoceno,23.03 - 33.9,2M-23-79,Chiapas,-92.366442,15.293461,Metamórfica,Tonalita gneísica de biotita-hornblenda,K-Ar,Biotita,"29",1,Edad de enfriamiento,,"Mugica-Mondragón, 1987",,,,,ESCUINTLA D15-B32,HUIXTLA D15-2,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Jurásico Superior-Oxfordiano,157.3 - 163.5,2M-431-86,Chiapas,-92.169486,15.407898,Plutónica,Leucogranito,K-Ar,Microclina,"159",8,Edad de enfriamiento,,"Mugica-Mondragón, 1987",,,,,MOTOZINTLA D15-B33,HUIXTLA D15-2,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Cretácico Superior-Cenomaniano,93.9 - 100.5,WC-2M,Baja California,-115.614991,30.962843,Plutónica,Tonalita Hbl-Bt,U-Pb,Circón,"97.1",2,Edad de emplazamiento,,"Ortega-Rivera et al., 1997",Plutón San Pedro Mártir,Sierra San Pedro Mártir,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaSonBC.pdf,SANTA CRUZ H11-B55,LAZARO CARDENAS H11-5-6,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Oligoceno,23.03 - 33.9,FDR-001,Chihuahua,-105.158683,28.635098,Volcánica,Toba riolítica,Ar-Ar,Sanidino,"32.34",0.07,Edad de enfriamiento,,"Iriondo et al., 2004",,,Edad de fusión total,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaChihuahua.pdf,EL JATEADO H13-C69,CIUDAD DELICIAS H13-11,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Oligoceno,23.03 - 33.9,4EN1,Chihuahua,-105.99134,28.23555,Volcánica,Ignimbrita,Ar-Ar,Sanidino,"33.1",0.08,Edad de enfriamiento,,"McDowell, 2007","Soto, Sierra Madre Occidental",,Análisis de grano aislado,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaChihuahua.pdf,SAN PEDRO DE CONCHOS H13-C87,CIUDAD DELICIAS H13-11,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Cuaternario-Holoceno,act.-0.0117,AZ 88,Michoacán de Ocampo,-100.7559,19.764523,,ND,C,ND,"28000",650,,,"Pradal y Robin, 1994",Secuencia Piroclástica Blanca,,Edad en años,,ZINAPECUARO E14-A14,MORELIA E14-1,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Cuaternario-Pleistoceno,0.0117 - 2.58,MAS-913,Michoacán de Ocampo,-100.465008,19.71667,Volcánica,Basalto,Ar-Ar,Matriz,"0.26",0.02,Formación de la roca,,"Blatter et al., 2001","Flujos de lava, volcanes escudo y conos con Alto-TiO2, del Plioceno-Cuaternario","Al norte del poblado 
de Irimbo",,,CD. HIDALGO E14-A25,MORELIA E14-1,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Cuaternario-Pleistoceno,0.0117 - 2.58,Z-309,Michoacán de Ocampo,-100.436675,19.245003,Volcánica,Andesita,Ar-Ar,Matriz,"0.95",0.04,Formación de la roca,,"Blatter et al., 2001","Flujos de lava, volcanes escudo y conos con Alto-TiO2, del Plioceno-Cuaternario","~4 km al SE de 
Paricuaro",,,TUZANTLA E14-A45,MORELIA E14-1,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Cuaternario-Pleistoceno,0.0117 - 2.58,Ihuatzio,Michoacán de Ocampo,-101.639633,19.576595,Volcánica,Depósito piroclástico,Ar-Ar,Matriz,"0.35",0.037,Edad de enfriamiento,,"Osorio-Ocampo et al., 2018",,,Edad de meseta,,PATZCUARO E14-A22,MORELIA E14-1,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Neógeno-Mioceno,5.333 - 23.03,TH 24,San Luis Potosí,-98.78333,21.25,Volcánica,Basalto,K-Ar,Roca total,"7.1",0.3,Edad de enfriamiento,,"Cantagrel y Robin, 1979",,,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaNLTampsSLPHgo.pdf,CHAPULHUACAN F14-D41,CIUDAD VALLES F14-8,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Oligoceno,23.03 - 33.9,SLP03-05,San Luis Potosí,-100.0842,21.8105,Volcánica,Andesita,K-Ar,Roca total,"29",0.7,Edad de enfriamiento,,"Aguillón-Robles et al., 2014",Campo Volcánico San Luis Potosí,,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaNLTampsSLPHgo.pdf,EL REFUGIO F14-C16,GUANAJUATO F14-7,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Cuaternario-Pleistoceno,0.0117 - 2.58,AC-13,Puebla,-98.23,19.923333,Volcánica,Ignimbrita riolítica,K-Ar,Sanidino,"1.4",0.2,,,"López-Hernández, 2009",Toba Acoculco,,,,CHIGNAUAPAN E14-B13,CIUDAD DE MEXICO E14-2,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Neógeno-Mioceno,5.333 - 23.03,TL 250-5p,Puebla,-98.59,18.56,,ND,K-Ar,ND,"20",1,,,"Lenhardt et al., 2010",,Sombrerito,,,IZUCAR DE MATAMOROS E14-B62,CUERNAVACA E14-5,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Oligoceno,23.03 - 33.9,AOR-R757,Puebla,-98.216667,18.241667,Volcánica,Ignimbrita,Ar-Ar,Biotita,"33.01",0.36,Edad de emplazamiento/Edad de meseta,,Molina y Ortega-Rivera 2006,Ignimbrita Maravillas,Paso Morelos,,,ACATLAN DE OSORIO E14-B83,CUERNAVACA E14-5,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Ordovícico Medio,458.4 - 470,SSP-2,Puebla,-98.276952,18.530558,Sedimentaria,Limolita,U-Pb,Circones detríticos,"466",25,Edad máxima de depósito,,"Keppie et al., 2008",Unidad Ojo de Agua,,,,COATZINGO E14-B63,CUERNAVACA E14-5,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Cuaternario-Pleistoceno,0.0117 - 2.58,ND,Jalisco,-103.570404,20.350599,Volcánica,Dacita,K-Ar,ND,"0.97",0,,,CFE 1981,,San Marcos,,,JOCOTEPEC F13-D75,GUADALAJARA  F13-12,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Oligoceno,23.03 - 33.9,11-15-1,Sonora,-108.605527,28.399383,Volcánica,Ignimbrita,K-Ar,Feldespato K,"33.3",0.7,Edad de enfriamiento,,"McDowell, 2007",SMO,,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaSonBC.pdf,YEPACHIC H12-D78,TECORIPA H12-12,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
